order_fact_key,order_id,customer_id,product_id,region_id,ship_mode_id,order_date,ship_date,discount,unit_price,discount_amount,discount_price,shipping_cost,quantity,total_price,is_return
7206,85918,2631,1189,328,3,2011-02-20,2011-02-22,0.07,4.98,0.35,4.63,4.72,6,27.78,False
7207,85919,2631,814,328,3,2011-03-14,2011-03-15,0.07,167.27,11.71,155.56,35.0,4,622.24,False
7208,85919,2631,70,328,2,2011-03-14,2011-03-16,0.06,20.99,1.26,19.73,0.99,5,98.65,False
7209,85922,2631,661,328,3,2013-03-20,2013-03-22,0.0,39.98,0.0,39.98,7.12,2,79.96,False
7210,85923,2631,816,328,1,2013-06-01,2013-06-01,0.01,180.98,1.81,179.17,30.0,13,2329.21,False
7211,85924,2631,506,328,3,2013-06-26,2013-06-27,0.08,2.12,0.17,1.95,1.99,7,13.65,False
7212,85924,2632,754,329,3,2013-06-26,2013-06-28,0.03,28.48,0.85,27.63,1.99,17,469.71,False
7213,90175,2634,833,1380,1,2011-02-04,2011-02-06,0.0,58.14,0.0,58.14,36.61,11,639.54,False
7214,90176,2635,527,1382,3,2011-02-08,2011-02-08,0.04,12.53,0.5,12.03,7.17,9,108.27,False
7215,90176,2635,405,1382,2,2011-02-08,2011-02-10,0.06,105.29,6.32,98.97,10.12,6,593.82,False
7216,90177,2635,1241,1382,3,2011-02-24,2011-02-25,0.0,6.48,0.0,6.48,7.86,7,45.36,False
7217,90177,2635,927,1382,2,2011-02-24,2011-02-25,0.04,37.44,1.5,35.94,4.27,1,35.94,False
7218,90953,2637,848,1220,1,2012-01-28,2012-02-01,0.08,297.64,23.81,273.83,14.7,11,3012.13,False
7219,90955,2637,220,1220,3,2012-03-22,2012-03-24,0.09,3.58,0.32,3.26,5.47,2,6.52,False
7220,90958,2637,1005,1220,3,2013-02-13,2013-02-14,0.0,7.89,0.0,7.89,2.82,4,31.56,False
7221,90951,2638,565,1572,2,2010-06-08,2010-06-08,0.05,100.97,5.05,95.92,7.18,13,1246.96,False
7222,90954,2638,332,1572,1,2012-03-07,2012-03-09,0.09,217.85,19.61,198.24,29.1,11,2180.64,False
7223,90954,2638,597,1572,3,2012-03-07,2012-03-10,0.05,209.37,10.47,198.9,69.0,2,397.8,False
7224,90956,2639,812,1607,3,2012-09-15,2012-09-16,0.08,14.34,1.15,13.19,5.0,14,184.66,False
7225,90956,2639,1030,1607,3,2012-09-15,2012-09-16,0.1,195.99,19.6,176.39,8.99,5,881.95,False
7226,90960,2639,536,1607,3,2013-09-25,2013-09-27,0.09,14.48,1.3,13.18,6.46,14,184.52,False
7227,86034,2641,661,1146,2,2011-04-16,2011-04-17,0.03,39.98,1.2,38.78,7.12,4,155.12,False
7228,86034,2641,228,1146,3,2011-04-16,2011-04-17,0.03,4.98,0.15,4.83,0.49,8,38.64,False
7229,86034,2641,1218,1146,3,2011-04-16,2011-04-16,0.06,6.48,0.39,6.09,8.74,5,30.45,False
7230,86035,2641,115,1146,3,2012-04-06,2012-04-08,0.01,12.98,0.13,12.85,3.14,6,77.1,False
7231,86037,2641,1010,1146,3,2013-02-06,2013-02-07,0.06,65.99,3.96,62.03,3.99,11,682.33,False
7232,86039,2641,605,1146,1,2013-06-28,2013-06-29,0.09,296.18,26.66,269.52,54.12,10,2695.2,False
7233,86040,2641,1254,1146,3,2013-09-18,2013-09-20,0.04,6.48,0.26,6.22,5.11,13,80.86,False
7234,86036,2642,1178,1571,3,2013-01-24,2013-01-26,0.03,55.98,1.68,54.3,5.15,8,434.4,False
7235,86038,2642,425,1571,3,2013-04-26,2013-04-27,0.03,15.31,0.46,14.85,8.78,9,133.65,False
7236,86040,2642,524,1571,3,2013-09-18,2013-09-20,0.07,15.01,1.05,13.96,8.4,26,362.96,False
7237,86040,2642,759,1571,3,2013-09-18,2013-09-20,0.06,8.56,0.51,8.05,5.16,14,112.7,False
7238,87508,2643,1175,329,3,2012-04-25,2012-04-27,0.05,6.48,0.32,6.16,6.81,2,12.32,False
7239,87509,2643,1135,329,3,2013-01-05,2013-01-08,0.06,4.76,0.29,4.47,0.88,9,40.23,False
7240,87510,2643,600,329,1,2013-07-09,2013-07-11,0.0,320.98,0.0,320.98,58.95,9,2888.82,False
7241,87510,2643,1135,329,3,2013-07-09,2013-07-10,0.02,4.76,0.1,4.66,0.88,1,4.66,False
7242,87510,2643,795,329,3,2013-07-09,2013-07-09,0.08,4.28,0.34,3.94,0.94,15,59.1,False
7243,87510,2643,21,329,3,2013-07-09,2013-07-10,0.1,125.99,12.6,113.39,3.0,5,566.95,False
7244,87506,2644,397,330,3,2011-09-25,2011-09-29,0.09,4.0,0.36,3.64,1.3,15,54.6,False
7245,87506,2644,26,330,2,2011-09-25,2011-09-25,0.07,85.99,6.02,79.97,10.78,16,1279.52,False
7246,87507,2644,683,330,3,2012-04-22,2012-04-23,0.03,8.12,0.24,7.88,2.83,1,7.88,False
7247,87507,2644,780,330,3,2012-04-22,2012-04-23,0.0,1.76,0.0,1.76,0.7,4,7.04,False
7248,33505,2645,397,1691,3,2011-09-25,2011-09-29,0.09,4.0,0.36,3.64,1.3,58,211.12,False
7249,33505,2645,26,1691,2,2011-09-25,2011-09-25,0.07,85.99,6.02,79.97,10.78,64,5118.08,False
7250,24486,2645,683,1691,3,2012-04-22,2012-04-23,0.03,8.12,0.24,7.88,2.83,3,23.64,False
7251,24486,2645,780,1691,3,2012-04-22,2012-04-23,0.0,1.76,0.0,1.76,0.7,16,28.16,False
7252,2947,2645,1175,1691,3,2012-04-25,2012-04-27,0.05,6.48,0.32,6.16,6.81,9,55.44,False
7253,13444,2645,1135,1691,3,2013-01-05,2013-01-08,0.06,4.76,0.29,4.47,0.88,36,160.92,True
7254,2209,2645,600,1691,1,2013-07-09,2013-07-11,0.0,320.98,0.0,320.98,58.95,38,12197.24,False
7255,2209,2645,1135,1691,3,2013-07-09,2013-07-10,0.02,4.76,0.1,4.66,0.88,1,4.66,False
7256,2209,2645,795,1691,3,2013-07-09,2013-07-09,0.08,4.28,0.34,3.94,0.94,59,232.46,False
7257,2209,2645,21,1691,3,2013-07-09,2013-07-10,0.1,125.99,12.6,113.39,3.0,18,2041.02,False
7258,91386,2647,1003,1410,3,2010-09-17,2010-09-24,0.1,10.98,1.1,9.88,3.99,5,49.4,False
7259,91386,2647,428,1410,3,2010-09-17,2010-09-19,0.01,39.98,0.4,39.58,9.2,4,158.32,False
7260,91387,2647,204,1410,3,2011-08-03,2011-08-04,0.01,4.54,0.05,4.49,5.83,10,44.9,False
7261,88814,2649,767,565,3,2010-06-11,2010-06-12,0.01,39.98,0.4,39.58,4.0,5,197.9,False
7262,88816,2649,833,565,1,2011-04-05,2011-04-05,0.06,58.14,3.49,54.65,36.61,13,710.45,False
7263,88816,2649,431,565,3,2011-04-05,2011-04-10,0.06,12.44,0.75,11.69,6.27,4,46.76,False
7264,88815,2650,89,984,3,2010-11-04,2010-11-05,0.05,35.99,1.8,34.19,5.99,26,888.94,False
7265,88817,2650,1230,984,3,2013-02-02,2013-02-03,0.04,6.48,0.26,6.22,10.05,5,31.1,False
7266,88818,2650,685,984,3,2013-11-10,2013-11-15,0.09,40.98,3.69,37.29,1.99,42,1566.18,False
7267,88818,2650,1079,984,3,2013-11-10,2013-11-14,0.08,60.98,4.88,56.1,19.99,32,1795.2,False
7268,88818,2650,433,984,3,2013-11-10,2013-11-12,0.09,2.08,0.19,1.89,5.33,18,34.02,False
7269,89361,2652,1182,1410,3,2010-05-25,2010-05-27,0.06,47.9,2.87,45.03,5.86,2,90.06,False
7270,89362,2652,746,1410,3,2012-01-08,2012-01-12,0.1,4.89,0.49,4.4,4.93,10,44.0,False
7271,89363,2652,775,1410,3,2013-04-20,2013-04-21,0.02,34.76,0.7,34.06,8.22,8,272.48,False
7272,89364,2652,260,1410,1,2013-08-19,2013-08-24,0.03,179.29,5.38,173.91,29.21,18,3130.38,False
7273,89360,2653,669,153,3,2010-02-22,2010-02-23,0.05,4.98,0.25,4.73,4.62,7,33.11,False
7274,89360,2653,569,153,3,2010-02-22,2010-02-24,0.02,34.23,0.68,33.55,5.02,11,369.05,False
7275,86063,2655,558,1194,1,2010-04-18,2010-04-18,0.09,89.99,8.1,81.89,42.0,6,491.34,False
7276,86064,2655,870,1194,3,2010-10-08,2010-10-09,0.07,2.94,0.21,2.73,0.81,10,27.3,False
7277,86066,2655,1088,1194,3,2011-09-23,2011-09-24,0.0,99.99,0.0,99.99,19.99,20,1999.8,False
7278,86067,2655,531,1194,3,2011-12-28,2011-12-29,0.02,24.92,0.5,24.42,12.98,11,268.62,False
7279,86071,2655,1221,1194,3,2012-10-03,2012-10-05,0.08,30.98,2.48,28.5,19.99,15,427.5,False
7280,86071,2655,292,1194,1,2012-10-03,2012-10-04,0.0,376.13,0.0,376.13,85.63,23,8650.99,False
7281,86065,2656,966,1195,3,2011-03-21,2011-03-23,0.01,9.06,0.09,8.97,9.86,7,62.79,False
7282,86065,2656,1252,1195,3,2011-03-21,2011-03-23,0.02,6.48,0.13,6.35,5.87,10,63.5,False
7283,86070,2656,262,1195,3,2012-10-02,2012-10-06,0.0,1.48,0.0,1.48,0.7,9,13.32,False
7284,86072,2656,536,1195,3,2012-12-02,2012-12-03,0.03,14.48,0.43,14.05,6.46,16,224.8,False
7285,86074,2656,465,1195,3,2013-03-21,2013-03-23,0.06,10.4,0.62,9.78,5.4,12,117.36,False
7286,86068,2657,255,1197,1,2012-06-17,2012-06-19,0.03,262.11,7.86,254.25,62.74,2,508.5,False
7287,86069,2657,754,1197,3,2012-07-25,2012-07-25,0.0,28.48,0.0,28.48,1.99,14,398.72,False
7288,86069,2657,462,1197,3,2012-07-25,2012-07-26,0.03,22.23,0.67,21.56,3.63,14,301.84,False
7289,86069,2657,1240,1197,3,2012-07-25,2012-07-27,0.0,6.48,0.0,6.48,8.4,15,97.2,False
7290,86070,2657,777,1197,3,2012-10-02,2012-10-06,0.05,1.68,0.08,1.6,0.7,22,35.2,False
7291,86073,2657,1114,1197,3,2013-01-13,2013-01-13,0.04,5.28,0.21,5.07,2.99,9,45.63,False
7292,86073,2657,849,1197,1,2013-01-13,2013-01-13,0.01,517.48,5.17,512.31,16.63,13,6660.03,False
7293,86073,2658,833,1198,1,2013-01-13,2013-01-14,0.07,58.14,4.07,54.07,36.61,6,324.42,False
7294,86073,2658,560,1198,1,2013-01-13,2013-01-15,0.07,25.98,1.82,24.16,14.36,5,120.8,False
7295,86486,2660,911,543,3,2010-02-24,2010-02-26,0.01,138.14,1.38,136.76,35.0,4,547.04,False
7296,86487,2661,230,709,3,2012-03-17,2012-03-18,0.1,1.26,0.13,1.13,0.7,10,11.3,False
7297,86487,2662,379,711,3,2012-03-17,2012-03-19,0.1,4.26,0.43,3.83,1.2,2,7.66,False
7298,86488,2663,225,809,3,2013-09-15,2013-09-17,0.04,6.81,0.27,6.54,5.48,9,58.86,False
7299,86488,2664,1138,817,2,2013-09-15,2013-09-17,0.04,12.28,0.49,11.79,6.47,6,70.74,False
7300,87834,2666,262,108,3,2011-08-03,2011-08-05,0.03,1.48,0.04,1.44,0.7,7,10.08,False
7301,87837,2666,205,108,3,2012-03-10,2012-03-11,0.01,5.53,0.06,5.47,6.98,8,43.76,False
7302,87838,2666,549,108,1,2012-12-18,2012-12-23,0.06,50.98,3.06,47.92,14.19,18,862.56,False
7303,87838,2666,354,108,3,2012-12-18,2012-12-22,0.0,14.58,0.0,14.58,7.4,18,262.44,False
7304,87838,2666,1046,108,3,2012-12-18,2012-12-22,0.06,45.98,2.76,43.22,4.8,9,388.98,False
7305,87840,2666,1228,108,3,2013-09-16,2013-09-17,0.04,6.48,0.26,6.22,5.19,23,143.06,False
7306,87831,2667,694,947,3,2010-04-02,2010-04-04,0.04,90.24,3.61,86.63,0.99,4,346.52,False
7307,87831,2667,1182,947,2,2010-04-02,2010-04-04,0.09,47.9,4.31,43.59,5.86,3,130.77,False
7308,87830,2668,1199,336,3,2010-03-28,2010-03-30,0.08,4.28,0.34,3.94,4.79,12,47.28,False
7309,87832,2668,1004,336,3,2010-10-21,2010-10-23,0.06,3.93,0.24,3.69,0.99,6,22.14,False
7310,87833,2668,942,336,3,2011-06-16,2011-06-18,0.1,3.15,0.32,2.84,0.49,17,48.28,False
7311,87830,2668,465,336,3,2010-03-28,2010-03-29,0.04,10.4,0.42,9.98,5.4,12,119.76,False
7312,87833,2668,703,336,3,2011-06-16,2011-06-23,0.05,195.99,9.8,186.19,4.2,13,2420.47,False
7313,87834,2668,261,336,1,2011-08-03,2011-08-04,0.03,95.95,2.88,93.07,74.35,15,1396.05,False
7314,87836,2668,449,336,1,2011-12-08,2011-12-09,0.0,500.97,0.0,500.97,69.3,17,8516.49,False
7315,87835,2669,1001,398,3,2011-09-12,2011-09-12,0.03,11.97,0.36,11.61,5.81,4,46.44,False
7316,87837,2669,231,398,1,2012-03-10,2012-03-11,0.06,105.49,6.33,99.16,41.64,8,793.28,False
7317,87839,2669,601,398,1,2013-04-02,2013-04-04,0.08,355.98,28.48,327.5,58.92,10,3275.0,False
7318,87841,2669,586,398,3,2013-10-22,2013-10-23,0.07,1637.53,114.63,1522.9,24.49,5,7614.5,False
7319,37924,2670,396,1466,3,2010-11-29,2010-11-29,0.05,165.2,8.26,156.94,19.99,167,26208.98,True
7320,37924,2670,771,1466,3,2010-11-29,2010-11-29,0.09,17.99,1.62,16.37,8.65,71,1162.27,True
7321,54497,2670,712,1466,3,2011-01-19,2011-01-22,0.07,142.86,10.0,132.86,19.99,1,132.86,False
7322,12804,2670,185,1466,3,2013-05-25,2013-05-28,0.0,3.08,0.0,3.08,0.5,27,83.16,False
7323,12804,2670,157,1466,3,2013-05-25,2013-05-27,0.08,1.81,0.14,1.67,0.75,65,108.55,False
7324,12804,2670,714,1466,2,2013-05-25,2013-05-27,0.02,16.06,0.32,15.74,8.34,44,692.56,False
7325,39686,2670,930,1466,1,2013-06-08,2013-06-09,0.06,328.14,19.69,308.45,91.05,3,925.35,False
7326,39686,2670,63,1466,3,2013-06-08,2013-06-09,0.0,65.99,0.0,65.99,5.26,72,4751.28,False
7327,49889,2670,651,1466,3,2013-12-12,2013-12-14,0.09,11.5,1.04,10.47,7.19,94,984.18,False
7328,86638,2678,141,1660,3,2013-12-21,2013-12-23,0.08,2.18,0.17,2.01,1.38,19,38.19,False
7329,89387,2680,799,1381,3,2012-09-12,2012-09-13,0.08,2.88,0.23,2.65,0.7,19,50.35,False
7330,89385,2681,1245,464,3,2011-09-21,2011-09-23,0.0,6.48,0.0,6.48,8.19,19,123.12,False
7331,89386,2681,701,464,3,2011-12-09,2011-12-10,0.04,73.98,2.96,71.02,4.0,7,497.14,False
7332,49889,2670,875,1466,2,2013-12-12,2013-12-14,0.09,2.98,0.27,2.71,2.03,42,113.82,False
7333,90551,2671,396,1323,3,2010-11-29,2010-11-29,0.05,165.2,8.26,156.94,19.99,42,6591.48,False
7334,90553,2671,185,1323,3,2013-05-25,2013-05-28,0.0,3.08,0.0,3.08,0.5,7,21.56,False
7335,90553,2671,157,1323,3,2013-05-25,2013-05-27,0.08,1.81,0.14,1.67,0.75,16,26.72,False
7336,90553,2671,714,1323,2,2013-05-25,2013-05-27,0.02,16.06,0.32,15.74,8.34,11,173.14,False
7337,90552,2672,712,1324,3,2011-01-19,2011-01-22,0.07,142.86,10.0,132.86,19.99,1,132.86,False
7338,90554,2673,930,1051,1,2013-06-08,2013-06-09,0.06,328.14,19.69,308.45,91.05,1,308.45,False
7339,90554,2673,63,1051,3,2013-06-08,2013-06-09,0.0,65.99,0.0,65.99,5.26,18,1187.82,False
7340,90555,2673,771,1051,3,2013-11-29,2013-11-29,0.09,17.99,1.62,16.37,8.65,19,311.03,False
7341,90556,2673,651,1051,3,2013-12-12,2013-12-14,0.09,11.5,1.04,10.47,7.19,24,251.28,False
7342,90556,2673,875,1051,2,2013-12-12,2013-12-14,0.09,2.98,0.27,2.71,2.03,11,29.81,False
7343,91374,2675,281,196,2,2012-06-22,2012-06-24,0.08,28.15,2.25,25.9,8.99,6,155.4,False
7344,91375,2675,315,196,3,2012-11-19,2012-11-23,0.09,199.99,18.0,181.99,24.49,34,6187.66,False
7345,91375,2675,1154,196,3,2012-11-19,2012-11-24,0.04,4.98,0.2,4.78,4.86,26,124.28,False
7346,86633,2677,370,1382,2,2010-12-16,2010-12-17,0.03,41.32,1.24,40.08,58.66,10,400.8,False
7347,86633,2677,126,1382,3,2010-12-16,2010-12-16,0.0,6.88,0.0,6.88,2.0,5,34.4,False
7348,86635,2677,779,1382,3,2013-02-10,2013-02-10,0.03,4.13,0.12,4.01,1.17,2,8.02,False
7349,86634,2678,971,1660,3,2011-10-03,2011-10-04,0.08,10.31,0.82,9.49,1.79,2,18.98,False
7350,86636,2678,660,1660,3,2013-02-27,2013-03-01,0.08,20.89,1.67,19.22,1.99,11,211.42,False
7351,86637,2678,669,1660,3,2013-09-18,2013-09-20,0.01,4.98,0.05,4.93,4.62,8,39.44,False
7352,89388,2681,721,464,3,2013-10-17,2013-10-17,0.04,28.53,1.14,27.39,1.49,26,712.14,False
7353,89151,2683,174,1099,3,2012-07-20,2012-07-22,0.02,3.08,0.06,3.02,0.99,2,6.04,False
7354,89146,2684,1,1169,2,2010-02-15,2010-02-20,0.09,8.74,0.79,7.95,1.39,1,7.95,False
7355,89146,2684,343,1169,3,2010-02-15,2010-02-20,0.09,18.97,1.71,17.26,9.03,1,17.26,False
7356,89148,2684,363,1169,3,2010-10-10,2010-10-15,0.07,4.97,0.35,4.62,5.71,5,23.1,False
7357,89148,2684,994,1169,3,2010-10-10,2010-10-12,0.09,2.62,0.24,2.38,0.8,12,28.56,False
7358,89148,2684,48,1169,3,2010-10-10,2010-10-10,0.03,65.99,1.98,64.01,8.8,21,1344.21,False
7359,89152,2684,931,1169,3,2013-03-11,2013-03-13,0.02,43.41,0.87,42.54,2.99,11,467.94,False
7360,89152,2684,8,1169,3,2013-03-11,2013-03-13,0.05,7.35,0.37,6.98,5.96,5,34.9,False
7361,89147,2685,521,894,3,2010-04-04,2010-04-05,0.0,7.38,0.0,7.38,11.51,2,14.76,False
7362,89149,2685,716,894,1,2011-03-28,2011-04-04,0.06,80.97,4.86,76.11,33.6,1,76.11,False
7363,89149,2685,597,894,3,2011-03-28,2011-04-02,0.08,209.37,16.75,192.62,69.0,12,2311.44,False
7364,89150,2685,178,894,3,2011-12-20,2011-12-21,0.01,3.69,0.04,3.65,0.5,2,7.3,False
7365,89153,2685,632,894,3,2013-03-31,2013-04-02,0.08,178.47,14.28,164.19,19.99,1,164.19,False
7366,89154,2685,987,894,3,2013-08-23,2013-08-24,0.01,30.98,0.31,30.67,19.51,19,582.73,False
7367,90629,2687,469,538,3,2013-09-20,2013-09-22,0.0,64.98,0.0,64.98,6.88,20,1299.6,False
7368,90626,2688,1181,541,3,2013-01-16,2013-01-18,0.02,48.04,0.96,47.08,5.79,1,47.08,False
7369,90624,2689,184,753,3,2010-11-04,2010-11-06,0.09,3.75,0.34,3.41,0.5,21,71.61,False
7370,90627,2690,669,780,3,2013-05-17,2013-05-18,0.07,5.02,0.35,4.67,5.14,2,9.34,False
7371,90626,2691,1041,786,2,2013-01-16,2013-01-18,0.09,3.6,0.32,3.28,2.2,4,13.12,False
7372,90628,2692,982,798,3,2013-08-04,2013-08-05,0.06,10.48,0.63,9.85,2.89,23,226.55,False
7373,90624,2693,1192,1043,3,2010-11-04,2010-11-04,0.01,30.98,0.31,30.67,9.18,20,613.4,False
7374,90629,2693,237,1043,3,2013-09-20,2013-09-21,0.09,19.98,1.8,18.18,4.0,5,90.9,False
7375,90625,2694,97,1044,3,2011-01-13,2011-01-14,0.0,7.45,0.0,7.45,6.28,10,74.5,False
7376,87676,2696,1048,1077,3,2010-03-05,2010-03-06,0.05,107.53,5.38,102.15,5.81,6,612.9,False
7377,87678,2697,429,1078,3,2010-08-23,2010-08-25,0.04,1.74,0.07,1.67,4.08,16,26.72,False
7378,87678,2697,577,1078,1,2010-08-23,2010-08-24,0.01,119.99,1.2,118.79,56.14,21,2494.59,False
7379,87685,2697,854,1078,3,2012-06-30,2012-07-01,0.01,9.93,0.1,9.83,1.09,18,176.94,False
7380,87685,2697,882,1078,3,2012-06-30,2012-07-01,0.08,2.21,0.18,2.03,1.0,16,32.48,False
7381,87686,2697,988,1078,3,2012-07-22,2012-07-24,0.03,4.98,0.15,4.83,4.7,16,77.28,False
7382,87680,2698,941,1383,3,2011-04-11,2011-04-15,0.01,7.31,0.07,7.24,0.49,10,72.4,False
7383,87680,2698,898,1383,3,2011-04-11,2011-04-15,0.06,10.06,0.6,9.46,2.06,12,113.52,False
7384,87688,2698,986,1383,3,2013-01-15,2013-01-16,0.08,35.44,2.84,32.6,4.92,13,423.8,False
7385,87677,2699,319,1384,3,2010-05-22,2010-05-24,0.06,4.98,0.3,4.68,4.95,16,74.88,False
7386,87679,2699,612,1384,1,2010-10-08,2010-10-10,0.04,70.98,2.84,68.14,26.74,19,1294.66,False
7387,87681,2699,826,1384,1,2011-06-18,2011-06-20,0.08,399.98,32.0,367.98,12.06,11,4047.78,False
7388,87682,2699,1015,1384,3,2011-08-10,2011-08-12,0.03,125.99,3.78,122.21,8.08,22,2688.62,False
7389,87688,2699,689,1384,3,2013-01-15,2013-01-17,0.09,7.4,0.67,6.73,1.71,8,53.84,False
7390,87687,2700,605,1385,1,2012-11-02,2012-11-03,0.02,296.18,5.92,290.26,54.12,26,7546.76,False
7391,87690,2700,824,1385,3,2013-03-30,2013-03-30,0.09,1.14,0.1,1.04,0.7,5,5.2,False
7392,87687,2701,833,1577,1,2012-11-02,2012-11-04,0.08,58.14,4.65,53.49,36.61,16,855.84,False
7393,87683,2702,59,1607,3,2011-09-28,2011-09-30,0.0,39.48,0.0,39.48,1.99,7,276.36,False
7394,87692,2699,206,1384,3,2013-08-14,2013-08-15,0.07,4.18,0.29,3.89,2.99,25,97.25,False
7395,87693,2699,862,1384,3,2013-10-27,2013-10-28,0.1,999.99,100.0,899.99,13.99,4,3599.96,False
7396,87684,2702,377,1607,3,2011-11-01,2011-11-02,0.03,5.85,0.18,5.67,2.27,32,181.44,False
7397,87689,2702,188,1607,3,2013-02-19,2013-02-20,0.01,10.35,0.1,10.25,0.99,13,133.25,False
7398,87691,2702,871,1607,3,2013-07-16,2013-07-16,0.01,2.78,0.03,2.75,1.34,8,22.0,False
7399,87691,2702,367,1607,3,2013-07-16,2013-07-17,0.06,15.42,0.93,14.49,10.68,1,14.49,False
7400,87694,2702,629,1607,3,2013-12-29,2013-12-29,0.07,3.95,0.28,3.67,5.13,23,84.41,False
7401,91407,2704,1041,1162,3,2010-10-30,2010-11-02,0.06,3.6,0.22,3.38,2.2,4,13.52,False
7402,91408,2704,1051,1162,2,2010-10-31,2010-11-04,0.03,13.48,0.4,13.08,4.51,4,52.32,False
7403,91409,2704,690,1162,3,2011-07-31,2011-07-31,0.03,35.89,1.08,34.81,14.72,12,417.72,False
7404,91411,2704,1180,1162,3,2012-06-01,2012-06-03,0.08,19.98,1.6,18.38,5.97,10,183.8,False
7405,91413,2704,1239,1162,3,2013-09-09,2013-09-10,0.0,6.48,0.0,6.48,7.37,6,38.88,False
7406,91410,2705,228,1163,2,2012-04-09,2012-04-11,0.03,4.98,0.15,4.83,0.49,10,48.3,False
7407,91410,2705,493,1163,2,2012-04-09,2012-04-10,0.07,140.85,9.86,130.99,19.99,11,1440.89,False
7408,91411,2705,447,1163,1,2012-06-01,2012-06-03,0.08,270.97,21.68,249.29,28.06,18,4487.22,False
7409,91411,2705,801,1163,3,2012-06-01,2012-06-03,0.1,2.94,0.29,2.65,0.96,8,21.2,False
7410,91412,2706,176,1164,3,2013-05-17,2013-05-26,0.02,2.88,0.06,2.82,0.5,14,39.48,False
7411,89242,2708,391,38,3,2011-12-28,2011-12-30,0.03,155.06,4.65,150.41,7.07,6,902.46,False
7412,88708,2714,137,198,3,2012-10-29,2012-10-30,0.05,3.95,0.2,3.75,2.0,4,15.0,False
7413,88702,2715,1102,199,3,2010-07-12,2010-07-16,0.01,29.89,0.3,29.59,1.99,1,29.59,False
7414,88704,2715,113,199,3,2012-02-15,2012-02-22,0.03,4.13,0.12,4.01,5.34,12,48.12,False
7415,89243,2708,276,38,3,2012-01-04,2012-01-06,0.01,11.66,0.12,11.54,8.99,5,57.7,False
7416,89243,2708,982,38,3,2012-01-04,2012-01-06,0.06,10.48,0.63,9.85,2.89,2,19.7,False
7417,89240,2709,1073,566,3,2010-05-28,2010-05-30,0.07,60.97,4.27,56.7,4.5,1,56.7,False
7418,89240,2709,409,566,3,2010-05-28,2010-05-30,0.0,90.98,0.0,90.98,56.2,15,1364.7,False
7419,89244,2709,155,566,2,2012-01-06,2012-01-07,0.05,7.28,0.36,6.92,11.15,1,6.92,False
7420,89241,2710,641,567,3,2011-08-18,2011-08-20,0.05,34.99,1.75,33.24,7.73,9,299.16,False
7421,89243,2710,1259,567,3,2012-01-04,2012-01-05,0.03,6.08,0.18,5.9,0.91,4,23.6,False
7422,89244,2710,743,567,3,2012-01-06,2012-01-08,0.1,5.08,0.51,4.57,3.63,1,4.57,False
7423,89244,2710,796,567,3,2012-01-06,2012-01-07,0.03,3.28,0.1,3.18,3.97,7,22.26,False
7424,89245,2710,472,567,3,2012-12-06,2012-12-07,0.05,20.95,1.05,19.9,4.0,15,298.5,False
7425,89246,2710,1147,567,3,2013-06-20,2013-06-22,0.09,6.48,0.58,5.9,6.22,15,88.5,False
7426,88710,2712,72,196,3,2013-05-10,2013-05-11,0.07,55.99,3.92,52.07,1.25,15,781.05,False
7427,88712,2712,525,196,3,2013-11-10,2013-11-14,0.04,315.98,12.64,303.34,19.99,14,4246.76,False
7428,88701,2713,181,197,3,2010-06-21,2010-06-24,0.07,2.88,0.2,2.68,0.5,9,24.12,False
7429,88701,2713,289,197,1,2010-06-21,2010-06-22,0.03,348.21,10.45,337.76,40.19,2,675.52,False
7430,88707,2713,33,197,3,2012-05-26,2012-05-26,0.03,18.65,0.56,18.09,3.77,17,307.53,False
7431,88707,2713,1246,197,3,2012-05-26,2012-05-28,0.05,6.48,0.32,6.16,7.49,16,98.56,False
7432,88709,2713,111,197,3,2013-02-17,2013-02-18,0.0,2.78,0.0,2.78,1.49,6,16.68,False
7433,88703,2714,1212,198,3,2011-10-22,2011-10-23,0.1,30.98,3.1,27.88,8.74,5,139.4,False
7434,88705,2714,966,198,3,2012-02-24,2012-02-25,0.01,9.06,0.09,8.97,9.86,8,71.76,False
7435,88708,2714,572,198,2,2012-10-29,2012-10-30,0.0,256.99,0.0,256.99,11.25,18,4625.82,False
7436,88704,2715,945,199,3,2012-02-15,2012-02-15,0.05,3.14,0.16,2.98,1.92,10,29.8,False
7437,88706,2715,583,199,1,2012-05-04,2012-05-05,0.05,115.99,5.8,110.19,56.14,3,330.57,False
7438,88711,2715,196,199,3,2013-08-04,2013-08-06,0.05,2.88,0.14,2.74,0.99,21,57.54,False
7439,88711,2715,433,199,2,2013-08-04,2013-08-06,0.05,2.08,0.1,1.98,5.33,1,1.98,False
7440,88711,2715,1095,199,3,2013-08-04,2013-08-06,0.09,65.99,5.94,60.05,2.5,1,60.05,False
7441,89396,2717,152,51,3,2011-02-18,2011-02-19,0.05,7.3,0.37,6.94,7.72,5,34.7,False
7442,89394,2718,751,52,3,2010-09-01,2010-09-03,0.1,6.74,0.67,6.07,1.72,15,91.05,False
7443,89395,2718,1184,52,3,2011-02-16,2011-02-18,0.0,55.48,0.0,55.48,14.3,3,166.44,False
7444,89397,2718,14,52,3,2011-09-01,2011-09-02,0.08,200.99,16.08,184.91,4.2,18,3328.38,False
7445,89398,2718,45,52,3,2013-01-03,2013-01-05,0.04,95.99,3.84,92.15,8.99,4,368.6,False
